ADDRESS,POINTS
8225 BROADCAST AV SW,-9440.499 1819.732|-9440.492 1816.629|-9440.471 1809.435|-9440.464 1804.042|-9440.457 1801.952|-9440.443 1794.757|-9357.389 1794.924|-9355.795 1794.924|-9355.788 1802.130|-9355.788 1803.230|-9355.781 1812.826|-9355.781 1817.263|-9355.774 1826.448|-9355.767 1836.656|-9355.767 1837.412|-9360.255 1841.904|-9361.415 1841.893|-9361.415 1840.803|-9361.415 1836.644|-9356.941 1836.656|-9356.934 1834.665|-9356.927 1828.961|-9356.920 1826.437|-9362.639 1826.426|-9362.639 1825.036|-9363.883 1825.036|-9366.714 1825.025|-9366.707 1822.801|-9371.894 1822.790|-9379.556 1822.767|-9396.864 1822.723|-9396.878 1828.127|-9396.892 1835.321|-9396.906 1841.215|-9405.987 1841.192|-9405.973 1835.299|-9405.959 1828.105|-9405.945 1822.712|-9412.788 1822.689|-9423.407 1822.667|-9423.952 1822.667|-9423.952 1822.067|-9423.945 1820.188|-9423.938 1816.674|-9423.924 1811.503|-9425.665 1811.503|-9425.658 1809.468|-9425.658 1808.879|-9433.340 1808.857|-9434.333 1809.012|-9435.242 1809.457|-9435.745 1809.880|-9436.157 1810.391|-9436.458 1810.970|-9436.640 1811.603|-9437.576 1816.640|-9437.709 1817.352|-9439.499 1817.352|-9439.681 1818.164|-9439.995 1818.942|-9440.002 1821.477|-9439.401 1822.033|-9439.149 1822.256|-9438.681 1822.634|-9437.625 1823.134|-9436.465 1823.312|-9431.956 1823.323|-9428.510 1823.334|-9426.671 1823.334|-9426.678 1826.337|-9431.963 1826.326|-9437.521 1826.303|-9438.359 1826.426|-9439.128 1826.770|-9439.765 1827.315|-9440.233 1828.027|-9440.443 1828.638|-9440.519 1829.294|-9440.519 1831.251|-9438.625 1835.221|-9438.143 1836.222|-9433.487 1840.625|-9439.939 1840.614|-9448.265 1840.592|-9448.251 1835.199|-9448.237 1828.005|-9440.512 1828.016|-9440.506 1822.623|-9440.499 1822.022|-9440.499 1821.022
123V 8375 BROADCAST AV SW,-9533.024 1826.036|-9533.017 1821.844|-9533.017 1815.273|-9533.010 1811.881|-9533.004 1803.008|-9533.004 1802.085|-9533.004 1801.763|-9533.004 1796.081|-9533.004 1795.424|-9533.004 1794.557|-9532.549 1794.557|-9532.528 1794.557|-9518.037 1794.613|-9468.328 1794.691|-9463.889 1794.702|-9444.399 1794.746|-9440.443 1794.757|-9440.457 1801.952|-9440.464 1804.042|-9440.471 1809.435|-9440.492 1816.629|-9440.499 1819.732|-9440.499 1821.022|-9440.499 1822.022|-9440.506 1822.623|-9440.512 1828.016|-9448.237 1828.005|-9448.251 1835.199|-9448.265 1840.592|-9453.081 1840.581|-9448.922 1828.005|-9448.600 1827.026|-9449.992 1826.281|-9456.786 1826.259|-9462.120 1826.248|-9462.113 1823.245|-9459.897 1823.257|-9456.779 1823.268|-9451.355 1823.279|-9450.621 1823.212|-9449.908 1823.012|-9449.251 1822.678|-9448.656 1822.234|-9448.503 1822.089|-9447.216 1820.921|-9448.160 1820.143|-9448.894 1819.153|-9449.293 1818.264|-9449.509 1817.330|-9450.705 1817.319|-9450.970 1816.607|-9453.158 1810.758|-9453.571 1810.002|-9454.172 1809.402|-9455.011 1808.957|-9455.954 1808.812|-9463.001 1808.790|-9463.001 1809.379|-9463.008 1811.414|-9464.560 1811.403|-9465.818 1811.403|-9465.832 1816.574|-9465.846 1822.567|-9466.049 1822.567|-9482.784 1822.523|-9482.819 1836.967|-9464.581 1837.011|-9464.588 1841.148|-9491.920 1841.081|-9491.913 1840.536|-9491.886 1827.893|-9491.872 1822.500|-9494.360 1822.500|-9522.042 1822.445|-9522.049 1824.669|-9524.950 1824.669|-9524.950 1823.257|-9525.726 1823.257|-9526.125 1823.257|-9526.139 1826.048|-9531.878 1826.036|-9531.892 1828.916|-9531.906 1834.354|-9531.906 1836.244|-9527.411 1836.255|-9527.411 1840.458|-9527.411 1841.493|-9528.544 1841.493|-9533.031 1836.978|-9533.031 1836.244
124V 8375 BROADCAST AV SW,-9533.024 1826.036|-9533.017 1821.844|-9533.017 1815.273|-9533.010 1811.881|-9533.004 1803.008|-9533.004 1802.085|-9533.004 1801.763|-9533.004 1796.081|-9533.004 1795.424|-9533.004 1794.557|-9532.549 1794.557|-9532.528 1794.557|-9518.037 1794.613|-9468.328 1794.691|-9463.889 1794.702|-9444.399 1794.746|-9440.443 1794.757|-9440.457 1801.952|-9440.464 1804.042|-9440.471 1809.435|-9440.492 1816.629|-9440.499 1819.732|-9440.499 1821.022|-9440.499 1822.022|-9440.506 1822.623|-9440.512 1828.016|-9448.237 1828.005|-9448.251 1835.199|-9448.265 1840.592|-9453.081 1840.581|-9448.922 1828.005|-9448.600 1827.026|-9449.992 1826.281|-9456.786 1826.259|-9462.120 1826.248|-9462.113 1823.245|-9459.897 1823.257|-9456.779 1823.268|-9451.355 1823.279|-9450.621 1823.212|-9449.908 1823.012|-9449.251 1822.678|-9448.656 1822.234|-9448.503 1822.089|-9447.216 1820.921|-9448.160 1820.143|-9448.894 1819.153|-9449.293 1818.264|-9449.509 1817.330|-9450.705 1817.319|-9450.970 1816.607|-9453.158 1810.758|-9453.571 1810.002|-9454.172 1809.402|-9455.011 1808.957|-9455.954 1808.812|-9463.001 1808.790|-9463.001 1809.379|-9463.008 1811.414|-9464.560 1811.403|-9465.818 1811.403|-9465.832 1816.574|-9465.846 1822.567|-9466.049 1822.567|-9482.784 1822.523|-9482.819 1836.967|-9464.581 1837.011|-9464.588 1841.148|-9491.920 1841.081|-9491.913 1840.536|-9491.886 1827.893|-9491.872 1822.500|-9494.360 1822.500|-9522.042 1822.445|-9522.049 1824.669|-9524.950 1824.669|-9524.950 1823.257|-9525.726 1823.257|-9526.125 1823.257|-9526.139 1826.048|-9531.878 1826.036|-9531.892 1828.916|-9531.906 1834.354|-9531.906 1836.244|-9527.411 1836.255|-9527.411 1840.458|-9527.411 1841.493|-9528.544 1841.493|-9533.031 1836.978|-9533.031 1836.244
125V 8375 BROADCAST AV SW,-9533.024 1826.036|-9533.017 1821.844|-9533.017 1815.273|-9533.010 1811.881|-9533.004 1803.008|-9533.004 1802.085|-9533.004 1801.763|-9533.004 1796.081|-9533.004 1795.424|-9533.004 1794.557|-9532.549 1794.557|-9532.528 1794.557|-9518.037 1794.613|-9468.328 1794.691|-9463.889 1794.702|-9444.399 1794.746|-9440.443 1794.757|-9440.457 1801.952|-9440.464 1804.042|-9440.471 1809.435|-9440.492 1816.629|-9440.499 1819.732|-9440.499 1821.022|-9440.499 1822.022|-9440.506 1822.623|-9440.512 1828.016|-9448.237 1828.005|-9448.251 1835.199|-9448.265 1840.592|-9453.081 1840.581|-9448.922 1828.005|-9448.600 1827.026|-9449.992 1826.281|-9456.786 1826.259|-9462.120 1826.248|-9462.113 1823.245|-9459.897 1823.257|-9456.779 1823.268|-9451.355 1823.279|-9450.621 1823.212|-9449.908 1823.012|-9449.251 1822.678|-9448.656 1822.234|-9448.503 1822.089|-9447.216 1820.921|-9448.160 1820.143|-9448.894 1819.153|-9449.293 1818.264|-9449.509 1817.330|-9450.705 1817.319|-9450.970 1816.607|-9453.158 1810.758|-9453.571 1810.002|-9454.172 1809.402|-9455.011 1808.957|-9455.954 1808.812|-9463.001 1808.790|-9463.001 1809.379|-9463.008 1811.414|-9464.560 1811.403|-9465.818 1811.403|-9465.832 1816.574|-9465.846 1822.567|-9466.049 1822.567|-9482.784 1822.523|-9482.819 1836.967|-9464.581 1837.011|-9464.588 1841.148|-9491.920 1841.081|-9491.913 1840.536|-9491.886 1827.893|-9491.872 1822.500|-9494.360 1822.500|-9522.042 1822.445|-9522.049 1824.669|-9524.950 1824.669|-9524.950 1823.257|-9525.726 1823.257|-9526.125 1823.257|-9526.139 1826.048|-9531.878 1826.036|-9531.892 1828.916|-9531.906 1834.354|-9531.906 1836.244|-9527.411 1836.255|-9527.411 1840.458|-9527.411 1841.493|-9528.544 1841.493|-9533.031 1836.978|-9533.031 1836.244
126V 8375 BROADCAST AV SW,-9533.024 1826.036|-9533.017 1821.844|-9533.017 1815.273|-9533.010 1811.881|-9533.004 1803.008|-9533.004 1802.085|-9533.004 1801.763|-9533.004 1796.081|-9533.004 1795.424|-9533.004 1794.557|-9532.549 1794.557|-9532.528 1794.557|-9518.037 1794.613|-9468.328 1794.691|-9463.889 1794.702|-9444.399 1794.746|-9440.443 1794.757|-9440.457 1801.952|-9440.464 1804.042|-9440.471 1809.435|-9440.492 1816.629|-9440.499 1819.732|-9440.499 1821.022|-9440.499 1822.022|-9440.506 1822.623|-9440.512 1828.016|-9448.237 1828.005|-9448.251 1835.199|-9448.265 1840.592|-9453.081 1840.581|-9448.922 1828.005|-9448.600 1827.026|-9449.992 1826.281|-9456.786 1826.259|-9462.120 1826.248|-9462.113 1823.245|-9459.897 1823.257|-9456.779 1823.268|-9451.355 1823.279|-9450.621 1823.212|-9449.908 1823.012|-9449.251 1822.678|-9448.656 1822.234|-9448.503 1822.089|-9447.216 1820.921|-9448.160 1820.143|-9448.894 1819.153|-9449.293 1818.264|-9449.509 1817.330|-9450.705 1817.319|-9450.970 1816.607|-9453.158 1810.758|-9453.571 1810.002|-9454.172 1809.402|-9455.011 1808.957|-9455.954 1808.812|-9463.001 1808.790|-9463.001 1809.379|-9463.008 1811.414|-9464.560 1811.403|-9465.818 1811.403|-9465.832 1816.574|-9465.846 1822.567|-9466.049 1822.567|-9482.784 1822.523|-9482.819 1836.967|-9464.581 1837.011|-9464.588 1841.148|-9491.920 1841.081|-9491.913 1840.536|-9491.886 1827.893|-9491.872 1822.500|-9494.360 1822.500|-9522.042 1822.445|-9522.049 1824.669|-9524.950 1824.669|-9524.950 1823.257|-9525.726 1823.257|-9526.125 1823.257|-9526.139 1826.048|-9531.878 1826.036|-9531.892 1828.916|-9531.906 1834.354|-9531.906 1836.244|-9527.411 1836.255|-9527.411 1840.458|-9527.411 1841.493|-9528.544 1841.493|-9533.031 1836.978|-9533.031 1836.244
127V 8375 BROADCAST AV SW,-9533.024 1826.036|-9533.017 1821.844|-9533.017 1815.273|-9533.010 1811.881|-9533.004 1803.008|-9533.004 1802.085|-9533.004 1801.763|-9533.004 1796.081|-9533.004 1795.424|-9533.004 1794.557|-9532.549 1794.557|-9532.528 1794.557|-9518.037 1794.613|-9468.328 1794.691|-9463.889 1794.702|-9444.399 1794.746|-9440.443 1794.757|-9440.457 1801.952|-9440.464 1804.042|-9440.471 1809.435|-9440.492 1816.629|-9440.499 1819.732|-9440.499 1821.022|-9440.499 1822.022|-9440.506 1822.623|-9440.512 1828.016|-9448.237 1828.005|-9448.251 1835.199|-9448.265 1840.592|-9453.081 1840.581|-9448.922 1828.005|-9448.600 1827.026|-9449.992 1826.281|-9456.786 1826.259|-9462.120 1826.248|-9462.113 1823.245|-9459.897 1823.257|-9456.779 1823.268|-9451.355 1823.279|-9450.621 1823.212|-9449.908 1823.012|-9449.251 1822.678|-9448.656 1822.234|-9448.503 1822.089|-9447.216 1820.921|-9448.160 1820.143|-9448.894 1819.153|-9449.293 1818.264|-9449.509 1817.330|-9450.705 1817.319|-9450.970 1816.607|-9453.158 1810.758|-9453.571 1810.002|-9454.172 1809.402|-9455.011 1808.957|-9455.954 1808.812|-9463.001 1808.790|-9463.001 1809.379|-9463.008 1811.414|-9464.560 1811.403|-9465.818 1811.403|-9465.832 1816.574|-9465.846 1822.567|-9466.049 1822.567|-9482.784 1822.523|-9482.819 1836.967|-9464.581 1837.011|-9464.588 1841.148|-9491.920 1841.081|-9491.913 1840.536|-9491.886 1827.893|-9491.872 1822.500|-9494.360 1822.500|-9522.042 1822.445|-9522.049 1824.669|-9524.950 1824.669|-9524.950 1823.257|-9525.726 1823.257|-9526.125 1823.257|-9526.139 1826.048|-9531.878 1826.036|-9531.892 1828.916|-9531.906 1834.354|-9531.906 1836.244|-9527.411 1836.255|-9527.411 1840.458|-9527.411 1841.493|-9528.544 1841.493|-9533.031 1836.978|-9533.031 1836.244
128V 8375 BROADCAST AV SW,-9533.024 1826.036|-9533.017 1821.844|-9533.017 1815.273|-9533.010 1811.881|-9533.004 1803.008|-9533.004 1802.085|-9533.004 1801.763|-9533.004 1796.081|-9533.004 1795.424|-9533.004 1794.557|-9532.549 1794.557|-9532.528 1794.557|-9518.037 1794.613|-9468.328 1794.691|-9463.889 1794.702|-9444.399 1794.746|-9440.443 1794.757|-9440.457 1801.952|-9440.464 1804.042|-9440.471 1809.435|-9440.492 1816.629|-9440.499 1819.732|-9440.499 1821.022|-9440.499 1822.022|-9440.506 1822.623|-9440.512 1828.016|-9448.237 1828.005|-9448.251 1835.199|-9448.265 1840.592|-9453.081 1840.581|-9448.922 1828.005|-9448.600 1827.026|-9449.992 1826.281|-9456.786 1826.259|-9462.120 1826.248|-9462.113 1823.245|-9459.897 1823.257|-9456.779 1823.268|-9451.355 1823.279|-9450.621 1823.212|-9449.908 1823.012|-9449.251 1822.678|-9448.656 1822.234|-9448.503 1822.089|-9447.216 1820.921|-9448.160 1820.143|-9448.894 1819.153|-9449.293 1818.264|-9449.509 1817.330|-9450.705 1817.319|-9450.970 1816.607|-9453.158 1810.758|-9453.571 1810.002|-9454.172 1809.402|-9455.011 1808.957|-9455.954 1808.812|-9463.001 1808.790|-9463.001 1809.379|-9463.008 1811.414|-9464.560 1811.403|-9465.818 1811.403|-9465.832 1816.574|-9465.846 1822.567|-9466.049 1822.567|-9482.784 1822.523|-9482.819 1836.967|-9464.581 1837.011|-9464.588 1841.148|-9491.920 1841.081|-9491.913 1840.536|-9491.886 1827.893|-9491.872 1822.500|-9494.360 1822.500|-9522.042 1822.445|-9522.049 1824.669|-9524.950 1824.669|-9524.950 1823.257|-9525.726 1823.257|-9526.125 1823.257|-9526.139 1826.048|-9531.878 1826.036|-9531.892 1828.916|-9531.906 1834.354|-9531.906 1836.244|-9527.411 1836.255|-9527.411 1840.458|-9527.411 1841.493|-9528.544 1841.493|-9533.031 1836.978|-9533.031 1836.244
129V 8375 BROADCAST AV SW,-9533.024 1826.036|-9533.017 1821.844|-9533.017 1815.273|-9533.010 1811.881|-9533.004 1803.008|-9533.004 1802.085|-9533.004 1801.763|-9533.004 1796.081|-9533.004 1795.424|-9533.004 1794.557|-9532.549 1794.557|-9532.528 1794.557|-9518.037 1794.613|-9468.328 1794.691|-9463.889 1794.702|-9444.399 1794.746|-9440.443 1794.757|-9440.457 1801.952|-9440.464 1804.042|-9440.471 1809.435|-9440.492 1816.629|-9440.499 1819.732|-9440.499 1821.022|-9440.499 1822.022|-9440.506 1822.623|-9440.512 1828.016|-9448.237 1828.005|-9448.251 1835.199|-9448.265 1840.592|-9453.081 1840.581|-9448.922 1828.005|-9448.600 1827.026|-9449.992 1826.281|-9456.786 1826.259|-9462.120 1826.248|-9462.113 1823.245|-9459.897 1823.257|-9456.779 1823.268|-9451.355 1823.279|-9450.621 1823.212|-9449.908 1823.012|-9449.251 1822.678|-9448.656 1822.234|-9448.503 1822.089|-9447.216 1820.921|-9448.160 1820.143|-9448.894 1819.153|-9449.293 1818.264|-9449.509 1817.330|-9450.705 1817.319|-9450.970 1816.607|-9453.158 1810.758|-9453.571 1810.002|-9454.172 1809.402|-9455.011 1808.957|-9455.954 1808.812|-9463.001 1808.790|-9463.001 1809.379|-9463.008 1811.414|-9464.560 1811.403|-9465.818 1811.403|-9465.832 1816.574|-9465.846 1822.567|-9466.049 1822.567|-9482.784 1822.523|-9482.819 1836.967|-9464.581 1837.011|-9464.588 1841.148|-9491.920 1841.081|-9491.913 1840.536|-9491.886 1827.893|-9491.872 1822.500|-9494.360 1822.500|-9522.042 1822.445|-9522.049 1824.669|-9524.950 1824.669|-9524.950 1823.257|-9525.726 1823.257|-9526.125 1823.257|-9526.139 1826.048|-9531.878 1826.036|-9531.892 1828.916|-9531.906 1834.354|-9531.906 1836.244|-9527.411 1836.255|-9527.411 1840.458|-9527.411 1841.493|-9528.544 1841.493|-9533.031 1836.978|-9533.031 1836.244
130V 8375 BROADCAST AV SW,-9533.024 1826.036|-9533.017 1821.844|-9533.017 1815.273|-9533.010 1811.881|-9533.004 1803.008|-9533.004 1802.085|-9533.004 1801.763|-9533.004 1796.081|-9533.004 1795.424|-9533.004 1794.557|-9532.549 1794.557|-9532.528 1794.557|-9518.037 1794.613|-9468.328 1794.691|-9463.889 1794.702|-9444.399 1794.746|-9440.443 1794.757|-9440.457 1801.952|-9440.464 1804.042|-9440.471 1809.435|-9440.492 1816.629|-9440.499 1819.732|-9440.499 1821.022|-9440.499 1822.022|-9440.506 1822.623|-9440.512 1828.016|-9448.237 1828.005|-9448.251 1835.199|-9448.265 1840.592|-9453.081 1840.581|-9448.922 1828.005|-9448.600 1827.026|-9449.992 1826.281|-9456.786 1826.259|-9462.120 1826.248|-9462.113 1823.245|-9459.897 1823.257|-9456.779 1823.268|-9451.355 1823.279|-9450.621 1823.212|-9449.908 1823.012|-9449.251 1822.678|-9448.656 1822.234|-9448.503 1822.089|-9447.216 1820.921|-9448.160 1820.143|-9448.894 1819.153|-9449.293 1818.264|-9449.509 1817.330|-9450.705 1817.319|-9450.970 1816.607|-9453.158 1810.758|-9453.571 1810.002|-9454.172 1809.402|-9455.011 1808.957|-9455.954 1808.812|-9463.001 1808.790|-9463.001 1809.379|-9463.008 1811.414|-9464.560 1811.403|-9465.818 1811.403|-9465.832 1816.574|-9465.846 1822.567|-9466.049 1822.567|-9482.784 1822.523|-9482.819 1836.967|-9464.581 1837.011|-9464.588 1841.148|-9491.920 1841.081|-9491.913 1840.536|-9491.886 1827.893|-9491.872 1822.500|-9494.360 1822.500|-9522.042 1822.445|-9522.049 1824.669|-9524.950 1824.669|-9524.950 1823.257|-9525.726 1823.257|-9526.125 1823.257|-9526.139 1826.048|-9531.878 1826.036|-9531.892 1828.916|-9531.906 1834.354|-9531.906 1836.244|-9527.411 1836.255|-9527.411 1840.458|-9527.411 1841.493|-9528.544 1841.493|-9533.031 1836.978|-9533.031 1836.244
131V 8375 BROADCAST AV SW,-9533.024 1826.036|-9533.017 1821.844|-9533.017 1815.273|-9533.010 1811.881|-9533.004 1803.008|-9533.004 1802.085|-9533.004 1801.763|-9533.004 1796.081|-9533.004 1795.424|-9533.004 1794.557|-9532.549 1794.557|-9532.528 1794.557|-9518.037 1794.613|-9468.328 1794.691|-9463.889 1794.702|-9444.399 1794.746|-9440.443 1794.757|-9440.457 1801.952|-9440.464 1804.042|-9440.471 1809.435|-9440.492 1816.629|-9440.499 1819.732|-9440.499 1821.022|-9440.499 1822.022|-9440.506 1822.623|-9440.512 1828.016|-9448.237 1828.005|-9448.251 1835.199|-9448.265 1840.592|-9453.081 1840.581|-9448.922 1828.005|-9448.600 1827.026|-9449.992 1826.281|-9456.786 1826.259|-9462.120 1826.248|-9462.113 1823.245|-9459.897 1823.257|-9456.779 1823.268|-9451.355 1823.279|-9450.621 1823.212|-9449.908 1823.012|-9449.251 1822.678|-9448.656 1822.234|-9448.503 1822.089|-9447.216 1820.921|-9448.160 1820.143|-9448.894 1819.153|-9449.293 1818.264|-9449.509 1817.330|-9450.705 1817.319|-9450.970 1816.607|-9453.158 1810.758|-9453.571 1810.002|-9454.172 1809.402|-9455.011 1808.957|-9455.954 1808.812|-9463.001 1808.790|-9463.001 1809.379|-9463.008 1811.414|-9464.560 1811.403|-9465.818 1811.403|-9465.832 1816.574|-9465.846 1822.567|-9466.049 1822.567|-9482.784 1822.523|-9482.819 1836.967|-9464.581 1837.011|-9464.588 1841.148|-9491.920 1841.081|-9491.913 1840.536|-9491.886 1827.893|-9491.872 1822.500|-9494.360 1822.500|-9522.042 1822.445|-9522.049 1824.669|-9524.950 1824.669|-9524.950 1823.257|-9525.726 1823.257|-9526.125 1823.257|-9526.139 1826.048|-9531.878 1826.036|-9531.892 1828.916|-9531.906 1834.354|-9531.906 1836.244|-9527.411 1836.255|-9527.411 1840.458|-9527.411 1841.493|-9528.544 1841.493|-9533.031 1836.978|-9533.031 1836.244
132V 8375 BROADCAST AV SW,-9533.024 1826.036|-9533.017 1821.844|-9533.017 1815.273|-9533.010 1811.881|-9533.004 1803.008|-9533.004 1802.085|-9533.004 1801.763|-9533.004 1796.081|-9533.004 1795.424|-9533.004 1794.557|-9532.549 1794.557|-9532.528 1794.557|-9518.037 1794.613|-9468.328 1794.691|-9463.889 1794.702|-9444.399 1794.746|-9440.443 1794.757|-9440.457 1801.952|-9440.464 1804.042|-9440.471 1809.435|-9440.492 1816.629|-9440.499 1819.732|-9440.499 1821.022|-9440.499 1822.022|-9440.506 1822.623|-9440.512 1828.016|-9448.237 1828.005|-9448.251 1835.199|-9448.265 1840.592|-9453.081 1840.581|-9448.922 1828.005|-9448.600 1827.026|-9449.992 1826.281|-9456.786 1826.259|-9462.120 1826.248|-9462.113 1823.245|-9459.897 1823.257|-9456.779 1823.268|-9451.355 1823.279|-9450.621 1823.212|-9449.908 1823.012|-9449.251 1822.678|-9448.656 1822.234|-9448.503 1822.089|-9447.216 1820.921|-9448.160 1820.143|-9448.894 1819.153|-9449.293 1818.264|-9449.509 1817.330|-9450.705 1817.319|-9450.970 1816.607|-9453.158 1810.758|-9453.571 1810.002|-9454.172 1809.402|-9455.011 1808.957|-9455.954 1808.812|-9463.001 1808.790|-9463.001 1809.379|-9463.008 1811.414|-9464.560 1811.403|-9465.818 1811.403|-9465.832 1816.574|-9465.846 1822.567|-9466.049 1822.567|-9482.784 1822.523|-9482.819 1836.967|-9464.581 1837.011|-9464.588 1841.148|-9491.920 1841.081|-9491.913 1840.536|-9491.886 1827.893|-9491.872 1822.500|-9494.360 1822.500|-9522.042 1822.445|-9522.049 1824.669|-9524.950 1824.669|-9524.950 1823.257|-9525.726 1823.257|-9526.125 1823.257|-9526.139 1826.048|-9531.878 1826.036|-9531.892 1828.916|-9531.906 1834.354|-9531.906 1836.244|-9527.411 1836.255|-9527.411 1840.458|-9527.411 1841.493|-9528.544 1841.493|-9533.031 1836.978|-9533.031 1836.244
133V 8375 BROADCAST AV SW,-9533.024 1826.036|-9533.017 1821.844|-9533.017 1815.273|-9533.010 1811.881|-9533.004 1803.008|-9533.004 1802.085|-9533.004 1801.763|-9533.004 1796.081|-9533.004 1795.424|-9533.004 1794.557|-9532.549 1794.557|-9532.528 1794.557|-9518.037 1794.613|-9468.328 1794.691|-9463.889 1794.702|-9444.399 1794.746|-9440.443 1794.757|-9440.457 1801.952|-9440.464 1804.042|-9440.471 1809.435|-9440.492 1816.629|-9440.499 1819.732|-9440.499 1821.022|-9440.499 1822.022|-9440.506 1822.623|-9440.512 1828.016|-9448.237 1828.005|-9448.251 1835.199|-9448.265 1840.592|-9453.081 1840.581|-9448.922 1828.005|-9448.600 1827.026|-9449.992 1826.281|-9456.786 1826.259|-9462.120 1826.248|-9462.113 1823.245|-9459.897 1823.257|-9456.779 1823.268|-9451.355 1823.279|-9450.621 1823.212|-9449.908 1823.012|-9449.251 1822.678|-9448.656 1822.234|-9448.503 1822.089|-9447.216 1820.921|-9448.160 1820.143|-9448.894 1819.153|-9449.293 1818.264|-9449.509 1817.330|-9450.705 1817.319|-9450.970 1816.607|-9453.158 1810.758|-9453.571 1810.002|-9454.172 1809.402|-9455.011 1808.957|-9455.954 1808.812|-9463.001 1808.790|-9463.001 1809.379|-9463.008 1811.414|-9464.560 1811.403|-9465.818 1811.403|-9465.832 1816.574|-9465.846 1822.567|-9466.049 1822.567|-9482.784 1822.523|-9482.819 1836.967|-9464.581 1837.011|-9464.588 1841.148|-9491.920 1841.081|-9491.913 1840.536|-9491.886 1827.893|-9491.872 1822.500|-9494.360 1822.500|-9522.042 1822.445|-9522.049 1824.669|-9524.950 1824.669|-9524.950 1823.257|-9525.726 1823.257|-9526.125 1823.257|-9526.139 1826.048|-9531.878 1826.036|-9531.892 1828.916|-9531.906 1834.354|-9531.906 1836.244|-9527.411 1836.255|-9527.411 1840.458|-9527.411 1841.493|-9528.544 1841.493|-9533.031 1836.978|-9533.031 1836.244
134V 8375 BROADCAST AV SW,-9533.024 1826.036|-9533.017 1821.844|-9533.017 1815.273|-9533.010 1811.881|-9533.004 1803.008|-9533.004 1802.085|-9533.004 1801.763|-9533.004 1796.081|-9533.004 1795.424|-9533.004 1794.557|-9532.549 1794.557|-9532.528 1794.557|-9518.037 1794.613|-9468.328 1794.691|-9463.889 1794.702|-9444.399 1794.746|-9440.443 1794.757|-9440.457 1801.952|-9440.464 1804.042|-9440.471 1809.435|-9440.492 1816.629|-9440.499 1819.732|-9440.499 1821.022|-9440.499 1822.022|-9440.506 1822.623|-9440.512 1828.016|-9448.237 1828.005|-9448.251 1835.199|-9448.265 1840.592|-9453.081 1840.581|-9448.922 1828.005|-9448.600 1827.026|-9449.992 1826.281|-9456.786 1826.259|-9462.120 1826.248|-9462.113 1823.245|-9459.897 1823.257|-9456.779 1823.268|-9451.355 1823.279|-9450.621 1823.212|-9449.908 1823.012|-9449.251 1822.678|-9448.656 1822.234|-9448.503 1822.089|-9447.216 1820.921|-9448.160 1820.143|-9448.894 1819.153|-9449.293 1818.264|-9449.509 1817.330|-9450.705 1817.319|-9450.970 1816.607|-9453.158 1810.758|-9453.571 1810.002|-9454.172 1809.402|-9455.011 1808.957|-9455.954 1808.812|-9463.001 1808.790|-9463.001 1809.379|-9463.008 1811.414|-9464.560 1811.403|-9465.818 1811.403|-9465.832 1816.574|-9465.846 1822.567|-9466.049 1822.567|-9482.784 1822.523|-9482.819 1836.967|-9464.581 1837.011|-9464.588 1841.148|-9491.920 1841.081|-9491.913 1840.536|-9491.886 1827.893|-9491.872 1822.500|-9494.360 1822.500|-9522.042 1822.445|-9522.049 1824.669|-9524.950 1824.669|-9524.950 1823.257|-9525.726 1823.257|-9526.125 1823.257|-9526.139 1826.048|-9531.878 1826.036|-9531.892 1828.916|-9531.906 1834.354|-9531.906 1836.244|-9527.411 1836.255|-9527.411 1840.458|-9527.411 1841.493|-9528.544 1841.493|-9533.031 1836.978|-9533.031 1836.244
